Слово,Пиньинь,Перевод слова
['阳光'],['yángguāng'],"['солнечный свет, солнце; солнечный']"
['要是'],['yàoshi'],"['если; должен быть, должен являться']"
['衣架'],['yījià'],"['вешалка, плечики для одежды']"
['一切'],['yíqiè'],"['весь, целиком; все, всё; огульно; все и вся']"
['已'],['yǐ'],"['уже; (книжн.) потом, затем; (книжн.) слишком, чересчур']"
['以来'],['yǐlái'],"['с того времени, как; за время...; на протяжении']"
['一方面'],['yìfāngmiàn'],['одна сторона; с одной стороны...']
['艺术'],['yìshù'],"['искусство, художество; художественный']"
['意外'],['yìwài'],"['неожиданный; непредвиденный, непредвиденный случай; случайность, беда']"
['意义'],['yìyì'],['смысл; значение']
['因此'],['yīncǐ'],"['поэтому, ввиду этого, по указанной причине']"
['银'],['yín'],['серебро; серебряный; серебристый']
['银牌'],['yínpái'],['серебряная медаль']
['印象'],['yìnxiàng'],['впечатление; представление; имидж; эффект']
['应当'],['yīngdāng'],"['быть должным; следует, полагается, должно; причитаться, полагаться; надлежащий, положенный; достойный']"
['迎接'],['yíngjiē'],"['встречать; встреча, приём;']"
['营养'],['yíngyǎng'],"['питание; питать, питательные вещества; питание']"
['赢'],['yíng'],"['выигрывать, побеждать']"
['影视'],['yǐngshì'],['кино и телевидение']
['应用'],['yìngyòng'],['применять; использовать; прикладной']
['优点'],['yōudiǎn'],"['плюс, положительная сторона, достоинство, преимущество']"
['优势'],['yōushì'],['преимущество; превосходство']
['由'],['yóu'],['из; от; с; через; следовать кому- либо/чему-либо; причина; повод']
['由于'],['yóuyú'],"['по причине; из-за; вследствие; ввиду того, что; в связи с; благодаря тому, что']"
['邮件'],['yóujiàn'],"['почта, почтовое отправление']"
['邮票'],['yóupiào'],['почтовая марка']
['邮箱'],['yóuxiāng'],['почтовый ящик']
['游'],['yóu'],"['путешествовать, странствовать, бродить, скитаться']"
['游戏'],['yóuxì'],"['игра, забава']"
['游泳'],['yóuyǒng'],['плавать']
['有的是'],['yǒudeshì'],"['сколько угодно, хоть отбавляй, полным-полно']"
['有利'],['yǒulì'],['выгодный; доходный; благоприятный; полезный; перспективный']
['有效'],['yǒuxiào'],"['эффективный, действительный']"
['预报'],['yùbào'],"['прогноз (напр., погоды); прогнозировать']"
['预防'],['yùfáng'],"['принимать меры предосторожности, оберегаться; предохранять, предотвращать; предосторожность, профилактика']"
['预计'],['yùjì'],"['прикидывать, заранее рассчитывать, ожидать']"
['预习'],['yùxí'],['подготовительный упражнение; тренировать предварительно']
['员'],['yuán( fúwùyuán)'],"['словообразовательный элемент существительных, обозначающих лиц некоторых профессий и специальностей, а также членство в органзации']"
['员工'],['yuángōng'],"['служащие и рабочие; сотрудник, работник, работник по найму, персонал']"
['愿望'],['yuànwàng'],"['желания, надежды, чаяния']"
['约'],['yuē'],"['договариваться, назначать встречу; приглашать; около, примерно']"
['乐队'],['yuèduì'],['музыкальная группа']
['运输'],['yùnshū'],"['перевозить, транспортировать; перевозка, провоз; транспорт; транспортный']"
['杂志'],['zázhì'],['журнал']
['早已'],['zǎoyǐ'],"['давно, много времени назад']"
['造'],['zào'],"['делать, создавать, производить; выдумывать, фабриковать']"
['造成'],['zàochéng'],"['сделать, создать, образовать, сфабриковать; вызвать, обусловить']"
['责任'],['zérèn'],['ответственность; обязанность; долг']
['增加'],['zēngjiā'],['увеличить(ся); повысить(ся); возрасти']
['增长'],['zēngzhǎng'],"['расти, увеличиваться; рост, увеличение']"
['展开'],['zhǎn kāi'],['раскрыть; развернуть']
['张'],['zhāng'],"['счетное слово для объектов с плоской поверхностью: стол, кровать, лист; расстилать']"
['照'],['zhào'],['освещать; светить; отражаться; фотографировать; снимать']
['者'],['zhě( zhìyuànzhě)'],"['суффикс существительных, обозначающих лиц, принадлежащих к той или иной профессии или категории лиц']"
['真实'],['zhēnshí'],['истинный; подлинный; настоящий; действительный']
['争'],['zhēng'],"['бороться за, оспаривать; сражаться, бороться; ссориться, спорить']"
['争取'],['zhēngqǔ'],['бороться за; добиваться; завоевать']
['整'],['zhěng'],"['целый, полный; целый, точный; аккуратный, в порядке; приводить в порядок; чинить; делать; (разг.) мучить, заставлять страдать']"
['整个'],['zhěnggè'],['целиком; весь; целый; в целом']
['整理'],['zhěnglǐ'],['привести в порядок; навести порядок; упорядочить']
['整齐'],['zhěngqí'],"['правильный; регулярный; мерный; размеренный, ритмичный; единообразный; симметричный; ровный']"
['整体'],['zhěngtǐ'],"['целое, неделимое; монолит; цельный, целостный, монолитный; всесторонний, суммарный; весь; в целом']"
['整天'],['zhěngtiān'],['весь день напролёт; целыми днями']
['整整'],['zhěngzhěng'],"['полностью, целиком']"
['正'],['zhèng'],"['(о цвете и вкусе) чистый; прямой; честный; допустимый, законный; основной, главный; (о форме) правильный; (матем. и физ.) положительный']"
['正式'],['zhèngshì'],['официальный; официально']
['证'],['zhèng'],"['сертификат, свидетельство']"
['证件'],['zhèngjiàn'],"['доказательство, удостоверение; справка; диплом; документ']"
['证据'],['zhèngjù'],"['обосновывать, доказывать; основание, доказательство, подтверждение, улика, свидетельство']"
['证明'],['zhèngmíng'],"['удостоверять; свидетельствовать; подтверждать; доказывать, доказательство']"
['支'],['zhī'],"['ветьв; сч.слово для предметов в виде стержня, ветки(карандашей, ручек); сч.слово для песен,мелодий и т.д.']"
['支持'],['zhīchí'],['поддерживать; поддержка; держаться']
['支付'],['zhīfù'],"['платить, уплачивать, выплачивать']"
['只'],['zhī'],"['zhǐ только, лишь; zhǐ, zhī и всё, и только! zhī сч. слово для животных']"
['直'],['zhí'],['прямой; прямо; вертикальный; распрямлять; выпрямлять; прямой; откровенный; непрерывно; всё время; прямо-таки; прямо']
['直播'],['zhíbō'],"['прямой эфир, прямая передача, прямая трансляция, стрим']"
['直到'],['zhídào'],"['прибыть прямо в ; непосредственно до; вплоть до... (какого-то времени); только когда, пока не']"
['值'],['zhí'],"['стоимость, ценность; стоящий; стоить, заслуживать; случаться; дежурить']"
['值得'],['zhí de'],"['стоить, заслуживать, быть достойным']"
['职工'],['zhígōng'],"['работник, сотрудник, персонал']"
['职业'],['zhíyè'],"['занятие; дело, ремесло; профессия; производство; род деятельности, профессиональный']"
['只好'],['zhǐhǎo'],"['только и мочь, что..., быть вынужденным; приходится, остаётся лишь']"
['只是'],['zhǐshì'],"['всего лишь, просто; однако, но']"
['只有'],['zhǐyǒu'],"['быть вынужденным, приходится; только']"
['指'],['zhǐ'],['палец; показывать; указывать; иметь в виду']
['指出'],['zhǐchū'],"['указывать, отмечать']"
['指导'],['zhǐdǎo'],['вести; руководить; руководящий']
['至今'],['zhìjīn'],"['до настоящего времени, до сих пор, по сей день, доныне; всё ещё, пока']"
['至少'],['zhìshǎo'],['самое малое; минимум; по крайней мере']
['志愿'],['zhìyuàn'],"['стремление, желание; вызываться добровольцем']"
['志愿者'],['zhìyuànzhě'],"['волонтёр, доброволец']"
['制定'],['zhìdìng'],"['устанавливать, принимать, составлять; издавать, учреждать']"
['制度'],['zhìdù'],"['режим, строй, система']"
['制造'],['zhìzào'],['изготавливать; производить; фабриковать; создавать']
['制作'],['zhìzuò'],"['творить, создавать; вырабатывать; производить']"
['中部'],['zhōngbù'],"['центральная часть, центр, средняя часть']"
['中华民族'],['Zhōnghuá Mínzú'],['китайская нация']
['终于'],['zhōngyú'],"['в конце концов, наконец']"
['钟'],['zhōng'],['часы; колокол; время (для указания часов и минут)']
['种'],['zhǒng'],"['семя; семена; порода, раса; род, вид']"
['种子'],['zhǒngzi'],['семена; семенной']
['重大'],['zhòngdà'],['важный; серьёзный']
['周围'],['zhōuwéi'],"['круг, окружность; периферия; (мат.) периметр; вокруг, кругом']"
['猪'],['zhū'],['свинья']
['主持'],['zhǔchí'],"['руководить; вести (напр., собрание); председательствовать; отстаивать; стоять за что-либо']"
['主动'],['zhǔdòng'],['по собственной инициативе; проявлять инициативу; активный; инициативный; инициатива']
['主任'],['zhǔrèn'],"['управляющий, заведующий, начальник, главный, руководитель, директор']"
['主意'],['zhǔyi'],['мнение; идея; способ; идея']
['主张'],['zhǔzhāng'],"['выступать, ратовать за, стоять за что-либо; точка зрения; позиция; мнение']"
['注意'],['zhù yì'],"['обращать внимание, замечать; принимать во внимание']"
['祝'],['zhù'],['желать; молиться']
['抓'],['zhuā'],['взять рукой; схватить; схватить; поймать; взяться за (дело)']
['抓住'],['zhuāzhù'],['схватиться за; поймать; схватить; как следует взяться за']
['专家'],['zhuānjiā'],['специалист; эксперт']
['专门'],['zhuānmén'],"['специальный; отраслевой; специальность, специально']"
['专题'],['zhuāntí'],['специальная тема; специальный']
['专业'],['zhuānyè'],"['профессия; специальность, профессиональный; специальный; штатный']"
['转'],['zhuǎn'],['повернуть(ся); изменить направление; поворот']
['转变'],['zhuǎnbiàn'],"['изменение, изменять, измениться; перелом, сдвиг, поворот, переход']"
['状况'],['zhuàngkuàng'],['обстоятельства; обстановка; положение']
['状态'],['zhuàngtài'],['вид; состояние; положение; (техн.) режим']
['追'],['zhuī'],['гнаться; преследовать; догонять; стремиться к чему-либо; гнаться за чем-либо; выяснить; расследовать']
['准'],['zhǔn'],"['точный, правильный; несомненный, обязательный; точно, обязательно; точность']"
['资格'],['zīgé'],['квалификация; стаж; положение; компетенция']
['资金'],['zījīn'],"['средства, фонды, фондовые средства, капитал; фондовый']"
['子女'],['zǐnǚ'],"['дети, сын и дочь']"
['自从'],['zìcóng'],"['с тех пор, как; начиная с']"
['自动'],['zìdòng'],['самодвижущийся; автоматический; по собственной инициативе; добровольно']
['自觉'],['zìjué'],['самочувствие; самосознание; сознательность']
['自然'],['zìrán'],['природа; природный; естественный; естественно; конечно; само собой разумеется']
['自身'],['zìshēn'],"['сам, лично, самолично; свой, собственный']"
['自主'],['zìzhǔ'],"['самостоятельность, независимость; самостоятельный, независимый']"
['总'],['zǒng'],"['суммировать; общий, суммарный; главный, генеральный; всегда; в конце концов, рано или поздно, все равно']"
['总结'],['zǒngjié'],"['общий итог, резюме, выводы, заключение; отчёт; обобщать']"
['总是'],['zǒngshì'],"['постоянно, все время, всегда']"
['足够'],['zúgòu'],['достаточный']
['足球'],['zúqiú'],['футбол']
['组合'],['zǔhé'],['составить; объединить; объединение; ассоциация']
['左右'],['zuǒyòu'],['левая и правая сторона; справа и слева; приблизительно; около (послелог)']
['作品'],['zuòpǐn'],['произведение; труд; сочинения']
['作者'],['zuòzhě'],['автор; авторский']
['做客'],['zuò kè'],"['быть гостем, посещать']"
