Слово,Пиньинь,Перевод слова
['相等'],['xiāngděng'],"['быть равным, равняться; равный, одинаковый; равенство']"
['相应'],['xiāngyìng'],['соответствующий; надлежащий; соответствовать; соответствие']
['香肠'],['xiāngcháng'],['сосиска; колбаса']
['详细'],['xiángxì'],"['детальный, подробный; подробно, во всех деталях']"
['享受'],['xiǎngshòu'],"['пользоваться благом; наслаждаться; обладать; получать, получать выгоду от; удовольствия; блага жизни']"
['向导'],['xiàngdǎo'],"['гид, проводник, путеводитель; проводить']"
['向前'],['xiàngqián'],['вперед']
['向上'],['xiàngshàng'],"['вверх, наверх; делать карьеру, продвигаться наверх или вперед']"
['相声'],['xiàngsheng'],['сяншэн (жанр традиционного китайского комедийного представления)']
['象征'],['xiàngzhēng'],"['символ; эмблема; символический; представлять, символизировать']"
['消除'],['xiāochú'],['устранить; ликвидировать']
['消毒'],['xiāo dú'],['дезинфицировать; обеззараживать; стерилизовать; дезинфекция']
['消防'],['xiāofáng'],['предупреждать и тушить пожары; противопожарный']
['消费者'],['xiāofèizhě'],['потребитель']
['消极'],['xiāojí'],"['пассивный, безразличный; отрицательный; негативный']"
['小偷儿'],['xiǎotōu ér'],"['вор, воришка, карманник']"
['歇'],['xiē'],"['отдыхать, остановить; прекратить']"
['协议'],['xiéyì'],['соглашение; договорённость; согласовывать; консультироваться']
['协议书'],['xiéyìshū'],"['договор, протокол']"
['斜'],['xié'],['косой; наклонный; покоситься; наклониться; наискосок']
['心态'],['xīntài'],['настроение; душевное состояние; чувства']
['心疼'],['xīnténg'],['сильно любить; обожать; сердце болит за к.-либо']
['辛苦'],['xīnkǔ'],['упорно трудиться; в поте лица; устать; утруждать']
['欣赏'],['xīnshǎng'],['любоваться; восхищаться; наслаждаться']
['信念'],['xìnniàn'],"['верить; вера, уверенность; убеждение, убежденность']"
['信箱'],['xìnxiāng'],['почтовый ящик']
['行驶'],['xíngshǐ'],"['ездить, ходить']"
['形态'],['xíngtài'],['форма; вид; морфология']
['性能'],['xìngnéng'],"['свойства; способности; действие, эффективность; функция']"
['雄伟'],['xióngwěi'],"['величественный, грандиозный, впечатляющий']"
['熊'],['xióng'],['медведь']
['休闲'],['xiūxián'],"['свободное время, досуг, отдых, отдыхать']"
['修复'],['xiūfù'],"['реставрировать, ремонтировать, восстанавливать, чинить, исправлять']"
['修建'],['xiūjiàn'],"['строить, возводить']"
['修养'],['xiūyǎng'],"['воспитывать характер; работать над собой, совершенствоваться; мастерство; подготовка; воспитание']"
['虚心'],['xūxīn'],"['скромный; скромность, беспокойство']"
['许可'],['xǔkě'],['разрешать; позволять; разрешение']
['选修'],['xuǎnxiū'],['выбирать для изучения (факультативный предмет); факультативный']
['学科'],['xuékē'],"['отрасль знаний, дисциплина, учебный предмет']"
['学位'],['xuéwèi'],"['учёная степень; например, 硕士学位 степень магистра']"
['学者'],['xuézhě'],['ученый']
['寻求'],['xúnqiú'],"['искать, изыскивать, стремиться к']"
['询问'],['xúnwèn'],"['спрашивать, расспрашивать, брать интервью; допытываться; допрос']"
['押金'],['yājīn'],['гарантийный депозит; залоговая сумма; денежный залог']
['鸭子'],['yāzi'],['утка']
['亚军'],['yàjūn'],"['второй победитель, второй призёр, серебряный призёр, вице-чемпион']"
['延伸'],['yánshēn'],"['тянуться; продолжаться; простираться, распространяться; дополнительный']"
['严厉'],['yánlì'],"['строгий; непреклонный; жестокий; резкий, суровый']"
['严肃'],['yánsù'],"['строгий, суровый; серьёзный']"
['言语'],['yányǔ'],"['разговорный язык, речь']"
['研究所'],['yánjiūsuǒ'],"['исследовательский институт, аспирантура']"
['眼光'],['yǎnguāng'],"['взгляд, взор; кругозор; проницательность']"
['邀请'],['yāoqǐng'],['приглашать; приглашение']
['摇头'],['yáo tóu'],['качать головой']
['咬'],['yǎo'],['кусать; укусить; грызть']
['也好'],['yěhǎo'],"['тоже хорошо, тоже неплохо']"
['业务'],['yèwù'],"['профессия, специальность, дело, занятие, деятельность, служба, услуга, бизнес, деловой']"
['夜间'],['yèjiān'],"['ночь, ночное время']"
['一流'],['yīliú'],"['первого класса; первоклассный, ведущий']"
['依法'],['yīfǎ'],['в соответствии с законом']
['依旧'],['yījiù'],"['всё ещё, по-прежнему, по-старому, как и прежде, до сих пор, по сей день, и ныне']"
['依据'],['yījù'],"['основываться на, опираться на; на основании; согласно; основание, доказательство, аргумент']"
['依照'],['yīzhào'],"['согласно, в соответствии с, с учетом']"
['一辈子'],['yíbèizi'],"['вся жизнь, весь век; во век, в течение всей жизни']"
['一带'],['yídài'],"['район, регион']"
['一旦'],['yídàn'],"['если, в случае, когда, как только, один день; (перен.) за короткий срок, в одночасье']"
['一句话'],['yíjùhuà'],"['одним словом, короче говоря']"
['一路'],['yílù'],"['всю дорогу, весь путь']"
['一下儿'],['yíxiàr'],"['однажды, как-то; один раз, разок']"
['一下子'],['yíxiàzi'],"['в скором времени; одним ударом, все за раз']"
['一向'],['yíxiàng'],"['до сих пор; прежде, издавна; уже давно; всегда, обычно; за последнее время']"
['乙'],['yǐ'],"['второй пункт перечисления: II, 2), Б, б), В, бета; второй балл, четверка; и (2-ой знак десятеричного цикла: ассоциируется с ВЮВ сектором неба, стихией 木 дерева, в кит. мед. с печенью человека); ласточка ']"
['以便'],['yǐbiàn'],"['чтобы этим (облегчить); для того, чтобы...; чтобы…']"
['以往'],['yǐwǎng'],"['прошлое, минувшее, прежние дни, прежнее']"
['一口气'],['yìkǒuqì'],"['на одном дыхании, залпом']"
['一身'],['yìshēn'],"['один, сам по себе; весь, все тело']"
['意识'],['yìshí'],['сознание; сознательность; сознательный; осознавать']
['意味着'],['yìwèizhe'],"['означать, значить, подразумевать']"
['意志'],['yìzhì'],['воля; сознание']
['因而'],['yīnér'],['благодаря чему; ввиду чего; ввиду этого; вследствие этого; в связи с этим']
['饮料'],['yǐnliào'],['напиток']
['饮食'],['yǐnshí'],['питание; еда и питьё']
['印刷'],['yìnshuā'],"['печатать; печать, печатание; печатный, типографский']"
['应'],['yìng'],"['отвечать; принимать (приглашение); подходить, соответствовать; исполняться, подтверждаться']"
['硬'],['yìng'],['твёрдый; жёсткий; упорно; упрямо; высокая степень; первоклассный; с трудом; еле-еле']
['硬件'],['yìngjiàn'],"['аппаратное обеспечение, аппаратное оборудование, детали, компоненты (компьютера), (жарг.) железо']"
['拥抱'],['yōngbào'],"['обнимать(ся), держать в объятиях, объятия']"
['拥有'],['yōngyǒu'],['обладать; располагать; иметь']
['用不着'],['yòngbuzháo'],"['нет нужды, незачем, ни к чему, не нужен']"
['用户'],['yònghù'],"['абонент, потребитель, пользователь']"
['用来'],['yònglái'],['использоваться для']
['用于'],['yòngyú'],"['использовать в, использовать для']"
['优惠'],['yōuhuì'],"['льготный, особо благоприятный; на льготных условиях; льгота, преференция']"
['优先'],['yōuxiān'],"['преимущество, предпочтение; приоритет; предпочтительный, прежде всего, в основном']"
['幽默'],['yōumò'],"['юмор; юмористический, комический']"
['尤其'],['yóuqí'],['в особенности; и особенно']
['由此'],['yóucǐ'],"['из этого, отсюда']"
['犹豫'],['yóuyù'],"['колебаться, быть в нерешительности; медлить, мешкать']"
['游泳池'],['yóuyǒngchí'],['плавательный бассейн']
['友谊'],['yǒuyì'],['дружба; дружеский']
['有毒'],['yǒu dú'],['ядовитый']
['有害'],['yǒuhài'],"['вредный, пагубный']"
['有力'],['yǒulì'],"['сильный, мощный, энергичный']"
['有利于'],['yǒulì yú'],"['быть полезным для, быть выгодным для, благоприятствовать']"
['有着'],['yǒuzhe'],"['иметь, обладать']"
['羽毛球'],['yǔmáoqiú'],['бадминтон; волан']
['羽绒服'],['yǔróngfú'],['пуховик']
['雨水'],['yǔshuǐ'],"['дожди (период года с 19 - 20 февраля, отнесён ко второй половине 1-го лунного месяца; дождь; осадки; дождевая вода']"
['预备'],['yùbèi'],"['готовить(ся), подготовить(ся)']"
['预期'],['yùqī'],"['предвидеть; чаять, надеяться, ожидать; предполагаемый']"
['元旦'],['Yuándàn'],['первый день Нового года']
['园林'],['yuánlín'],"['парк, сад']"
['原理'],['yuánlǐ'],['основное положение; принцип; аксиома']
['原始'],['yuánshǐ'],"['первобытный, примитивный; первоначальный; исходный']"
['原先'],['yuánxiān'],['первоначальный; прежний; вначале; сначала; прежде']
['原有'],['yuányǒu'],"['первоначальный, прежний']"
['远处'],['yuǎnchù'],"['даль, отдаленное место']"
['怨'],['yuàn'],"['винить, жаловаться на; злиться из-за, негодовать на']"
['愿'],['yuàn'],"['желать, надеяться; быть готовым, соглашаться']"
['约束'],['yuēshù'],['связывать; ограничивать; обусловливать; стеснять; ограничение; ограничительный']
['月饼'],['yuèbǐng'],['лунная лепешка']
['月球'],['yuèqiú'],['Луна (спутник Земли)']
['阅览室'],['yuèlǎnshì'],['читальный зал']
['运'],['yùn'],"['перевозить, транспортировать; двигаться, вращаться; использовать, применять; удача']"
['运行'],['yùnxíng'],['движение; двигаться; курсировать; функционировать']
['灾'],['zāi'],"['бедствие; горе, несчастье']"
['灾害'],['zāihài'],"['бедствие; несчастье, катастрофа']"
['灾难'],['zāinàn'],['бедствие; катастрофа']
['灾区'],['zāiqū'],"['зона бедствия, пострадавшая область']"
['再次'],['zàicì'],"['еще раз, вторично, повторно, снова']"
['再也'],['zàiyě'],"['никогда больше, больше не']"
['在场'],['zàichǎng'],"['быть на месте, присутствовать при']"
['在内'],['zàinèi'],"['внутри, включая']"
['暂时'],['zànshí'],['временный; временно; пока']
['暂停'],['zàntíng'],"['приостанавливать; перерыв, тайм-аут']"
['糟'],['zāo'],"['гнилой, трухлявый; плохой, скверный, в беспорядке']"
['糟糕'],['zāogāo'],"['беда; скверно, ужас, ужасный']"
['早期'],['zǎoqī'],"['ранний этап, начальный период']"
['增'],['zēng'],"['увеличивать(ся), добавлять(ся)']"
['增产'],['zēng chǎn'],"['увеличивать выпуск продукции, наращивать производство']"
['增大'],['zēngdà'],"['увеличить, усилить, расширить']"
['增多'],['zēngduō'],"['увеличиваться, расти в количестве']"
['增强'],['zēngqiáng'],"['усиливать(ся), укреплять(ся), увеличивать(ся)']"
['赠'],['zèng'],"['дарить, преподносить в подарок']"
['赠送'],['zèngsòng'],"['дарить, преподносить; посылать бесплатно']"
['摘'],['zhāi'],"['снимать (шляпу); срывать (цветы); собирать (плоды), выбрать; отобрать; выписать (из текста)']"
['展览'],['zhǎnlǎn'],"['выставлять, экспонировать, показывать']"
['展示'],['zhǎnshì'],"['открываться; раскрывать; демонстрировать, показывать']"
['展现'],['zhǎnxiàn'],['открыться; развернуться']
['占领'],['zhànlǐng'],"['захватить, оккупировать, занять, оккупация; оккупационный']"
['占有'],['zhànyǒu'],"['владеть, обладать, иметь, занимать']"
['涨'],['zhǎng'],"['повышаться, подниматься']"
['涨价'],['zhǎng jià'],"['дорожать, расти в цене']"
['掌握'],['zhǎngwò'],"['брать в свои руки; иметь в своих руках; усваивать, усвоить']"
['招生'],['zhāo shēng'],['принимать студентов']
['招手'],['zhāo shǒu'],"['помахать рукой, поманить рукой']"
['珍贵'],['zhēnguì'],"['дорогой, драгоценный']"
['珍惜'],['zhēnxī'],"['дорожить, беречь']"
['珍珠'],['zhēnzhū'],"['жемчуг, жемчужный']"
['真诚'],['zhēnchéng'],"['искренний, непритворный']"
['真理'],['zhēnlǐ'],"['истина, правда']"
['真相'],['zhēnxiàng'],"['правда, подлинная картина; реальность']"
['诊断'],['zhěnduàn'],"['ставить диагноз, диагностировать; диагноз']"
['振动'],['zhèndòng'],"['колебаться; вибрировать; колебание, вибрация']"
['震惊'],['zhènjīng'],"['трепетать; испытывать волнение, переживать потрясение; потрясение']"
['争议'],['zhēngyì'],['спорить; спор; спорный']
['正版'],['zhèngbǎn'],"['подлинный, авторизованная версия']"
['正规'],['zhèngguī'],"['надлежащий порядок; регулярный, нормальный']"
['正如'],['zhèngrú'],"['точно как, как и']"
['正义'],['zhèngyì'],['истина; справедливость; справедливый; правильный смысл']
['证实'],['zhèngshí'],"['удостоверять, подтверждать; свидетельствовать; доказывать']"
['证书'],['zhèngshū'],"['свидетельство, удостоверение; диплом; патент, сертификат']"
['挣'],['zhèng'],"['зарабатывать; добывать, сбросить (напр., оковы); вырваться']"
['挣钱'],['zhèng qián'],['зарабатывать деньги']
['之内'],['zhīnèi'],"['в, внутри, в рамках, в пределах; в течение, за']"
['之外'],['zhīwài'],['за пределами; исключая']
['之下'],['zhīxià'],"['под, внизу; меньше чем']"
['之中'],['zhīzhōng'],['среди']
['支出'],['zhīchū'],['платить; расходовать (деньги); выплаты; расходы']
['支配'],['zhīpèi'],"['распределять; планировать (напр., время); контролировать; распоряжаться; управлять; править']"
['执行'],['zhíxíng'],"['выполнять, исполнять; исполнительный; выполнение']"
['直线'],['zhíxiàn'],['прямая линия; линейный; прямолинейный; прямые линии (контуры; напр. мужской фигуры)']
['值班'],['zhí bān'],['дежурить; нести дежурство (вахту); дежурный']
['职能'],['zhínéng'],['(должностная) функция (напр. отдела); компетенция (гос. органа)']
['职位'],['zhíwèi'],['служебное положение; должность; пост']
['职务'],['zhíwù'],['должность; место службы; положение; служебные обязанности']
['只不过'],['zhǐbúguò'],"['только, всего лишь, всего-навсего, просто, не более']"
['只见'],['zhǐ jiàn'],"['только..., как увидеть, что... ; только и видеть, что...']"
['指标'],['zhǐbiāo'],['указатель; знак; индекс; индикатор; показатель; ориентир']
['指甲'],['zhǐjia'],['ноготь']
['指示'],['zhǐshì'],['направлять; давать указания; указывать; инструктировать; индикатор']
['指责'],['zhǐzé'],"['указывать на недостатки, укорять; строго критиковать; осуждать']"
['至'],['zhì'],"['прибывать, достигать; что касается, что до; лучший, идеальный; крайне, чрезвычайно']"
['制成'],['zhìchéng'],"['изготавливать, выпускать (продукт)']"
['制约'],['zhìyuē'],"['ограничивать, сдерживать, обусловливать']"
['治安'],['zhìān'],['общественный порядок; общественная безопасность']
['治理'],['zhìlǐ'],['управлять; править; упорядочить; обуздать']
['中断'],['zhōngduàn'],['прекратить(ся); прервать(ся); прервать срок действия']
['中秋节'],['Zhōngqiū Jié'],['праздник середины осени (15 числа 8-го месяца по Китайскому лунному календарю)']
['中央'],['zhōngyāng'],"['середина, центр; центральные органы власти']"
['中药'],['zhōngyào'],['традиционное китайское лекарство']
['终点'],['zhōngdiǎn'],['конечный пункт; конец; финиш']
['终身'],['zhōngshēn'],['(вся) жизнь; (весь) век; до конца жизни (своих дней); пожизненный']
['终止'],['zhōngzhǐ'],"['доводить до конца, завершать; завершиться; остановиться; прекращение']"
['中毒'],['zhòng dú'],"['отравиться; отравление, интоксикация']"
['众多'],['zhòngduō'],['многочисленный']
['周期'],['zhōuqī'],"['период, цикл; периодический, циклический']"
['竹子'],['zhúzi'],['бамбук']
['主办'],['zhǔbàn'],"['возглавлять, руководить; отвечать за ; распорядитель, руководитель']"
['主导'],['zhǔdǎo'],"['руководящий; ведущий, руководить, управлять']"
['主观'],['zhǔguān'],"['субъективный взгляд, личный, субъективный']"
['主管'],['zhǔguǎn'],"['заведовать, ведать, быть ответственным за; компетентный']"
['主体'],['zhǔtǐ'],['главная часть']
['助理'],['zhùlǐ'],"['ассистировать; помощник, ассистент']"
['助手'],['zhùshǒu'],['помощник; подручный; ассистент']
['注册'],['zhù cè'],"['заносить в списки, регистрировать; регистрация; зарегистрированный; заносить благодарность(в личное дело)']"
['注射'],['zhùshè'],"['вводить, вливать, впрыскивать; вливание; инъекция, впрыскивание; укол']"
['注视'],['zhùshì'],['пристально смотреть на ; следить; наблюдать']
['注重'],['zhùzhòng'],"['обращать основное внимание, делать упор, делать акцент на..']"
['祝贺'],['zhùhè'],"['поздравлять, поздравление']"
['专辑'],['zhuānjí'],['музыкальный альбом']
['专利'],['zhuānlì'],"['патент, монополия; привилегия']"
['转化'],['zhuǎnhuà'],"['изменять(ся), превращать(ся), преобразовывать(ся)']"
['转换'],['zhuǎnhuàn'],"['менять(ся), изменять(ся), переменять(ся)']"
['转让'],['zhuǎnràng'],"['передавать, переуступать; передача, трансферт']"
['转向'],['zhuǎnxiàng'],"['поворачивать(ся), менять направление']"
['装饰'],['zhuāngshì'],['украшать; отделывать; отделка; украшения']
['撞'],['zhuàng'],['толкнуть; ударить; наскочить; столкнуться']
['资本'],['zīběn'],['капитал; капиталистический; средства']
['资产'],['zīchǎn'],"['средства, активы; имущество']"
['资助'],['zīzhù'],"['оказывать материальную помощь, субсидировать, финансово поддерживать']"
['子弹'],['zǐdàn'],['патрон; снаряд; пуля']
['仔细'],['zǐxì'],['тщательный; тщательно; внимательно; осторожный; осторожно']
['紫'],['zǐ'],"['фиолетовый, пурпурный']"
['自豪'],['zìháo'],"['(чувствовать) гордость, быть гордым за']"
['自杀'],['zìshā'],['совершать самоубийство']
['自愿'],['zìyuàn'],"['с охотой пойти; вызваться; добровольный; по собственному желанию, добровольно']"
['总裁'],['zǒngcái'],"['управлять, распоряжаться; генеральный директор, президент, управляющий']"
['总数'],['zǒngshù'],"['общее количество, общая сумма']"
['总算'],['zǒngsuàn'],['в конечном итоге; в конце концов; наконец- то; в целом; в общем']
['总体'],['zǒngtǐ'],"['целое, все, совокупность']"
['阻碍'],['zǔài'],"['мешать, препятствовать, затруднять; препятствие, преграда; помеха']"
['组织'],['zǔzhī'],['организовать; образовать; сформировать; организация; структура; (биол.) ткань; (тех.) структура']
['醉'],['zuì'],"['пьяный, хмельной; одурелый (как от вина); в пьяном виде, во хмелю']"
['尊敬'],['zūnjìng'],"['уважение, почтение; уважать, почитать, чтить, уважаемый']"
['尊重'],['zūnzhòng'],"['уважать, почитать; считаться с; уважаемый, почитаемый; уважение']"
['遵守'],['zūnshǒu'],"['соблюдать, блюсти; держаться, строго придерживаться']"
